attribution_tag,attribution_name,dimred_tag,dimred_name,distribution_sample_count,token_count_mean,token_count_std,top1_share_mean,top1_share_std,top3_share_mean,top3_share_std,normalized_entropy_mean,normalized_entropy_std,coverage80_tokens_mean,coverage80_tokens_std,coverage80_ratio_mean,coverage80_ratio_std
deeplift,deeplift,baseline,baseline,60,13.166666666666666,3.608683814087416,0.3498155222522889,0.13307640308253724,0.6457596767800601,0.12074601443524328,0.7846008841194325,0.11909837501107925,5.633333333333334,1.6047246626564489,0.44851526612362513,0.1484070081390364
deeplift,deeplift,factor_analysis_n_components_1,factor_analysis,60,13.166666666666666,3.608683814087416,0.49880288528686134,0.007600530231660721,0.6086293701206741,0.04142878825614696,0.7571248468446805,0.028970925545294502,8.216666666666667,2.034379651139814,0.6318300969326511,0.0501472230757443
deeplift,deeplift,factor_analysis_n_components_3,factor_analysis,60,13.166666666666666,3.608683814087416,0.2170415543842559,0.006611943220152846,0.647722814436505,0.025666151363478235,0.8520387904435506,0.04016786708540656,7.45,1.566871004825449,0.5792964493796536,0.060392587139941584
deeplift,deeplift,factor_analysis_n_components_5,factor_analysis,60,13.166666666666666,3.608683814087416,0.15115931502747873,0.03475854890142222,0.4458418662492137,0.04824754369024922,0.9075551318601145,0.03785671380233383,7.383333333333334,1.194502473079102,0.5838439338439337,0.09560537003169307
deeplift,deeplift,ica_n_components_1,ica,60,13.166666666666666,3.608683814087416,0.4493199306222777,0.07568868875576071,0.6242672042009618,0.08324415263164353,0.7693812350703355,0.058834044057272605,7.416666666666667,2.4306772904677167,0.565301625189396,0.1094436187715943
deeplift,deeplift,ica_n_components_3,ica,60,13.166666666666666,3.608683814087416,0.20816308788934051,0.012954244462038998,0.6020129313011378,0.0557389806670699,0.8701085299152393,0.037875557367961395,7.233333333333333,1.650543481799475,0.563864923847509,0.08112031435906866
deeplift,deeplift,ica_n_components_5,ica,60,13.166666666666666,3.608683814087416,0.14446338914682091,0.017105634603390877,0.4301964591196291,0.03887745920043241,0.9228088114672424,0.033127163932617186,7.566666666666666,1.3575484717340096,0.5963120743635449,0.09522719700353796
deeplift,deeplift,kernel_pca_n_components_1,kernel_pca,60,13.166666666666666,3.608683814087416,0.44931990434007746,0.0756886990106286,0.6242672096151389,0.08324416635307301,0.7693812411731322,0.05883405317152966,7.416666666666667,2.4306772904677167,0.565301625189396,0.1094436187715943
deeplift,deeplift,kernel_pca_n_components_3,kernel_pca,60,13.166666666666666,3.608683814087416,0.3218557952018363,0.06955663600489274,0.6112598590347088,0.04424825363382995,0.8429478792266268,0.04111324376057576,7.733333333333333,1.9210402078629143,0.5963731491962917,0.06129104269733189
deeplift,deeplift,kernel_pca_n_components_5,kernel_pca,60,13.166666666666666,3.608683814087416,0.2979119685688892,0.07718288456162492,0.5658480949375367,0.048668923705523254,0.8658637482410808,0.04641329747265601,7.85,1.7928766772037106,0.6087943227939356,0.06525594571643946
deeplift,deeplift,nmf_n_components_1,nmf,60,13.166666666666666,3.608683814087416,0.445111220003395,0.16527790068526485,0.7179468461377496,0.1175805973973177,0.6987834960669174,0.15139100956102453,4.533333333333333,1.5234513299748895,0.3650501810853977,0.1440239488656409
deeplift,deeplift,nmf_n_components_3,nmf,60,13.166666666666666,3.608683814087416,0.29768052732242267,0.06471439829384742,0.7003761584635698,0.10022959665027167,0.7688360928260856,0.08106988319818982,4.733333333333333,1.1769922406130284,0.37750290909927126,0.10548813590090157
deeplift,deeplift,nmf_n_components_5,nmf,60,13.166666666666666,3.608683814087416,0.2363180221863511,0.052890184057400244,0.5735879187401147,0.06868651077712307,0.8313894852043465,0.05762549129589102,5.5,0.873333764609373,0.44452624660055,0.12047145453655099
deeplift,deeplift,pca_n_components_1,pca,60,13.166666666666666,3.608683814087416,0.4493199207337969,0.07568868755952315,0.6242672038735323,0.08324417867124448,0.7693812205644174,0.058834047456770046,7.416666666666667,2.4306772904677167,0.565301625189396,0.1094436187715943
deeplift,deeplift,pca_n_components_3,pca,60,13.166666666666666,3.608683814087416,0.32185578688779726,0.06955664133642639,0.6112598466814172,0.04424826395046211,0.8429478846593642,0.04111323900213074,7.733333333333333,1.9210402078629143,0.5963731491962917,0.06129104269733189
deeplift,deeplift,pca_n_components_5,pca,60,13.166666666666666,3.608683814087416,0.29910242702762707,0.0784059061773861,0.5673000601443821,0.05392504054155359,0.8649660696348724,0.04500103068247621,7.85,1.7928766772037106,0.6087943227939356,0.06525594571643946
gradient_shap,gradient_shap,baseline,baseline,60,13.166666666666666,3.608683814087416,0.33079085416613335,0.12156679154957294,0.6315030849709162,0.1244195068933598,0.8040656547227427,0.09942246031425296,6.066666666666666,1.7258421345668693,0.47579975107451894,0.12689786273860532
gradient_shap,gradient_shap,factor_analysis_n_components_1,factor_analysis,59,13.203389830508474,3.6283351412371183,0.49949921097005107,0.0038466597874825324,0.6206801073505028,0.06708624776755442,0.7480771906069209,0.04407490023910875,8.016949152542374,2.4599658353650082,0.6087724933582099,0.09571429902995317
gradient_shap,gradient_shap,factor_analysis_n_components_3,factor_analysis,59,13.203389830508474,3.6283351412371183,0.21612183061102982,0.008246774293632225,0.6428952526369572,0.03512572682233176,0.8536228019504111,0.04220848989455973,7.440677966101695,1.600336025497813,0.5764773092113439,0.06135615550353937
gradient_shap,gradient_shap,factor_analysis_n_components_5,factor_analysis,59,13.203389830508474,3.6283351412371183,0.1514083039800828,0.03651779435955587,0.4477455701096267,0.06276128140289493,0.9050691933818311,0.040250318142911294,7.389830508474576,1.3000921605600646,0.5801035897745767,0.09019920019555912
gradient_shap,gradient_shap,ica_n_components_1,ica,60,13.166666666666666,3.608683814087416,0.4486522383976553,0.0791476864461695,0.6309403995367016,0.09757618947811669,0.7627770644860604,0.07032688774727971,7.3,2.4446413206114057,0.5563982629714054,0.11439752475007559
gradient_shap,gradient_shap,ica_n_components_3,ica,60,13.166666666666666,3.608683814087416,0.20854734269108552,0.01220897487868645,0.603969260727054,0.05431063381961381,0.868420797156836,0.04182931122558968,7.216666666666667,1.70832127596682,0.5602958118592792,0.0784565724809628
gradient_shap,gradient_shap,ica_n_components_5,ica,60,13.166666666666666,3.608683814087416,0.14404933621321078,0.01733108289213589,0.42829632538098483,0.03793917441008732,0.9240287638707004,0.03448773940521362,7.666666666666667,1.4805709694169429,0.6020789436598261,0.09083826984513271
gradient_shap,gradient_shap,kernel_pca_n_components_1,kernel_pca,60,13.166666666666666,3.608683814087416,0.4486522609400309,0.07914766182157777,0.6309404033559071,0.09757617526450277,0.7627770570290487,0.07032688721134653,7.3,2.4446413206114057,0.5563982629714054,0.11439752475007559
gradient_shap,gradient_shap,kernel_pca_n_components_3,kernel_pca,60,13.166666666666666,3.608683814087416,0.3141380084199641,0.06844995241664961,0.6138050410816525,0.04958612929519524,0.8423996560251105,0.04072524567477495,7.516666666666667,1.9527613362001495,0.5789688259367051,0.06938944220275706
gradient_shap,gradient_shap,kernel_pca_n_components_5,kernel_pca,60,13.166666666666666,3.608683814087416,0.29079072603855294,0.07370795935272766,0.5686005763811208,0.05376102828931404,0.8662452445890267,0.04266626100576353,7.8,1.8576456760176625,0.604541223310573,0.07336347780155203
gradient_shap,gradient_shap,nmf_n_components_1,nmf,60,13.166666666666666,3.608683814087416,0.42479409160754206,0.1635638475778967,0.7022179436686548,0.13089686667516456,0.7187329367302199,0.1399867557639541,4.933333333333334,1.783793963425934,0.3908888212177686,0.139227946725616
gradient_shap,gradient_shap,nmf_n_components_3,nmf,60,13.166666666666666,3.608683814087416,0.29473278036124456,0.0607202149677237,0.6992747020083415,0.1098185626242522,0.772989296995502,0.07904786931433772,4.85,1.3254356495194133,0.38726472035876053,0.1159163258616931
gradient_shap,gradient_shap,nmf_n_components_5,nmf,60,13.166666666666666,3.608683814087416,0.2301821433794923,0.049980735403168296,0.5669800379239528,0.07166036372526728,0.8454906160536667,0.05399474239554841,5.883333333333334,1.1511477936989036,0.4690709526255191,0.1079891212698501
gradient_shap,gradient_shap,pca_n_components_1,pca,60,13.166666666666666,3.608683814087416,0.44865222627597034,0.07914764904279815,0.6309403322745573,0.09757615775597309,0.7627771219045942,0.07032683892912744,7.3,2.4446413206114057,0.5563982629714054,0.11439752475007559
gradient_shap,gradient_shap,pca_n_components_3,pca,60,13.166666666666666,3.608683814087416,0.314137988873805,0.06844994840913843,0.6138050328271564,0.04958613103568934,0.8423996655449927,0.04072523686271355,7.516666666666667,1.9527613362001495,0.5789688259367051,0.06938944220275706
gradient_shap,gradient_shap,pca_n_components_5,pca,60,13.166666666666666,3.608683814087416,0.2923820583195407,0.07554934035528289,0.5711783754253684,0.06517446247956751,0.8638336501944933,0.04194650518623711,7.783333333333333,1.8963986088414586,0.6012078899772397,0.06872934084554869
input_x_gradient,input_x_gradient,baseline,baseline,60,13.166666666666666,3.608683814087416,0.34019031728408156,0.11401832387645093,0.6312727362438995,0.12114483353901971,0.7997838606382579,0.10942068688522874,6.016666666666667,1.5890693008606807,0.47917764976395,0.1494222097413253
input_x_gradient,input_x_gradient,factor_analysis_n_components_1,factor_analysis,60,13.166666666666666,3.608683814087416,0.5000000002793966,7.942984697006437e-09,0.6059541498295686,0.03986766968667207,0.7578071573911925,0.02840207782894058,8.366666666666667,2.0989639628907693,0.641990235999524,0.04221779278841989
input_x_gradient,input_x_gradient,factor_analysis_n_components_3,factor_analysis,60,13.166666666666666,3.608683814087416,0.21843391513035085,0.005014946680790697,0.6534031119460568,0.015950403065978034,0.848808439315162,0.041156234905254704,7.466666666666667,1.5673216565661443,0.5799772500604542,0.05796625719289416
input_x_gradient,input_x_gradient,factor_analysis_n_components_5,factor_analysis,60,13.166666666666666,3.608683814087416,0.1506687243474848,0.026247737579150283,0.44724939418064974,0.04446843871242888,0.9059101593649037,0.03916782377398164,7.4,1.2101267618150657,0.5846381233145939,0.09402468204885471
input_x_gradient,input_x_gradient,ica_n_components_1,ica,60,13.166666666666666,3.608683814087416,0.4774953203368915,0.051027389924974846,0.6445421946553272,0.0787605190852127,0.747430225193432,0.06535948763794187,7.2,2.4062066637083723,0.5489262051587904,0.1118039522913282
input_x_gradient,input_x_gradient,ica_n_components_3,ica,60,13.166666666666666,3.608683814087416,0.21098526169716686,0.010413522822064567,0.6132494972204382,0.04764987463859226,0.8626440032886789,0.04011045113748512,7.066666666666666,1.5823889541638891,0.550474677827619,0.07610002209597132
input_x_gradient,input_x_gradient,ica_n_components_5,ica,60,13.166666666666666,3.608683814087416,0.1447730269233348,0.011923350962747686,0.4327301080958338,0.03390663690772191,0.9174615850450609,0.03450753319516701,7.25,1.2160647841797056,0.5742420634777445,0.10242001288709286
input_x_gradient,input_x_gradient,kernel_pca_n_components_1,kernel_pca,60,13.166666666666666,3.608683814087416,0.47749530773201304,0.05102732026743893,0.644542207362359,0.07876058018629135,0.7474302090379101,0.06535959486372006,7.2,2.4062066637083723,0.5489262051587904,0.1118039522913282
input_x_gradient,input_x_gradient,kernel_pca_n_components_3,kernel_pca,60,13.166666666666666,3.608683814087416,0.33016889745065675,0.060697295399174074,0.6302532231339928,0.03836638903392899,0.8327004035216853,0.04386198797137617,7.4,1.8337698504465547,0.5717517092613843,0.0634825868135682
input_x_gradient,input_x_gradient,kernel_pca_n_components_5,kernel_pca,60,13.166666666666666,3.608683814087416,0.3020365097414864,0.0684912178967691,0.5772043612074417,0.04995931359103331,0.8589742993597184,0.04828619194078547,7.483333333333333,1.6722223786374284,0.5835506510603261,0.08291807319804506
input_x_gradient,input_x_gradient,nmf_n_components_1,nmf,60,13.166666666666666,3.608683814087416,0.47329189834347984,0.15746531140815215,0.7197189562544121,0.12107539430938603,0.688191407857541,0.15905116399571126,4.55,1.7604410079218449,0.3703781255580791,0.1716150369269643
input_x_gradient,input_x_gradient,nmf_n_components_3,nmf,60,13.166666666666666,3.608683814087416,0.29982135492315837,0.06087156879888178,0.6984817082867028,0.10930743301046753,0.7714620233578134,0.09437310238513097,4.933333333333334,1.3131236747963744,0.3987872378739251,0.1394197044145639
input_x_gradient,input_x_gradient,nmf_n_components_5,nmf,60,13.166666666666666,3.608683814087416,0.2373124761074784,0.04899083344889461,0.5701472106431263,0.06742331221430965,0.8348435559713222,0.059078400011978574,5.533333333333333,0.891896981712967,0.44630556377460395,0.11979014526385046
input_x_gradient,input_x_gradient,pca_n_components_1,pca,60,13.166666666666666,3.608683814087416,0.47749538074522146,0.051027238140237845,0.6445421754604506,0.07876046888989621,0.7474302263644366,0.06535937453267891,7.2,2.4062066637083723,0.5489262051587904,0.1118039522913282
input_x_gradient,input_x_gradient,pca_n_components_3,pca,60,13.166666666666666,3.608683814087416,0.33016889727405585,0.06069729184426901,0.6302532077798986,0.038366400375043436,0.832700409448845,0.04386197749317961,7.4,1.8337698504465547,0.5717517092613843,0.0634825868135682
input_x_gradient,input_x_gradient,pca_n_components_5,pca,60,13.166666666666666,3.608683814087416,0.302793803763267,0.06873757033261738,0.5778533832570382,0.05216217298748398,0.8584599152200513,0.047299267082150376,7.483333333333333,1.6722223786374284,0.5835506510603261,0.08291807319804506
lxt,lxt,baseline,baseline,60,13.166666666666666,3.608683814087416,0.3726811180653659,0.09432830409223668,0.6975375941699279,0.08698822271202333,0.7554829364837674,0.08153027509803841,5.2,1.399757848307451,0.4085621405454996,0.1042451314756908
lxt,lxt,factor_analysis_n_components_1,factor_analysis,60,13.166666666666666,3.608683814087416,0.4991223886549125,0.0038759516696932964,0.6001991246379588,0.03787295609883603,0.7586264565481257,0.028763843713484855,8.4,2.0435927154011577,0.6461149307492187,0.04500157444909215
lxt,lxt,factor_analysis_n_components_3,factor_analysis,60,13.166666666666666,3.608683814087416,0.21804703429801583,0.006107083586533642,0.6519347184868757,0.021388445334898618,0.8499899025666772,0.041191908792384144,7.6,1.5315882971165606,0.5925934447819121,0.0668739687172951
lxt,lxt,factor_analysis_n_components_5,factor_analysis,60,13.166666666666666,3.608683814087416,0.1493184023272708,0.02030910085558006,0.4458079821720794,0.045900650162351495,0.9080880558572043,0.03939208581060907,7.433333333333334,1.2263583498553297,0.5866735569212349,0.09173894042845507
lxt,lxt,ica_n_components_1,ica,60,13.166666666666666,3.608683814087416,0.48235681443708817,0.031435598499274964,0.6597182851049388,0.0875904676122061,0.7347853148194546,0.06826954879901398,6.883333333333334,2.365655867537757,0.5306590893626496,0.1300000952801312
lxt,lxt,ica_n_components_3,ica,60,13.166666666666666,3.608683814087416,0.21016900577046901,0.011235415510918058,0.6129574528683811,0.05039178110290473,0.8667016532939212,0.038483557563752796,7.283333333333333,1.6681631699512853,0.5645621011255686,0.06316079152154336
lxt,lxt,ica_n_components_5,ica,60,13.166666666666666,3.608683814087416,0.14537908399390478,0.02806951773476417,0.42947089491703444,0.045477356609079575,0.9239798388336674,0.03093912195481229,7.483333333333333,1.478566262326581,0.5876898451995202,0.09212498139341922
lxt,lxt,kernel_pca_n_components_1,kernel_pca,60,13.166666666666666,3.608683814087416,0.4823568231765716,0.0314355922035977,0.6597182965690097,0.08759046152008299,0.7347853057635448,0.06826955683116104,6.883333333333334,2.365655867537757,0.5306590893626496,0.1300000952801312
lxt,lxt,kernel_pca_n_components_3,kernel_pca,60,13.166666666666666,3.608683814087416,0.33274119062177426,0.05156725933897833,0.6329848231686829,0.03789711446941466,0.8307548054829093,0.03863581163980306,7.6,1.8612916965540403,0.5867349650263737,0.06250039685014029
lxt,lxt,kernel_pca_n_components_5,kernel_pca,60,13.166666666666666,3.608683814087416,0.3136863537363208,0.05554691864522511,0.5981528424602364,0.042425869644539344,0.8516491043990817,0.0394408788746679,7.666666666666667,1.7818926014038707,0.5936988344902432,0.06615250801942914
lxt,lxt,nmf_n_components_1,nmf,60,13.166666666666666,3.608683814087416,0.5069523226408447,0.1271319082599525,0.7812295545851121,0.07654722597862225,0.6383994940448955,0.11244263640193182,3.85,1.2326765696741901,0.30772434515662067,0.10794634963688543
lxt,lxt,nmf_n_components_3,nmf,60,13.166666666666666,3.608683814087416,0.3208207178049784,0.048377624749066823,0.7549931874843931,0.08576057257404626,0.7293396259429438,0.07120541416835845,4.25,1.083387656178213,0.33946228214223567,0.09733605145637966
lxt,lxt,nmf_n_components_5,nmf,60,13.166666666666666,3.608683814087416,0.2531933456107525,0.04334982673961491,0.6046054272493916,0.06298481622308066,0.8170744549226473,0.05220940874751996,5.45,1.0321115430456804,0.435063332064106,0.1030071203850852
lxt,lxt,pca_n_components_1,pca,60,13.166666666666666,3.608683814087416,0.48235678823554784,0.03143561333817134,0.6597182607266486,0.08759043646901005,0.7347853679762715,0.0682694780036648,6.883333333333334,2.365655867537757,0.5306590893626496,0.1300000952801312
lxt,lxt,pca_n_components_3,pca,60,13.166666666666666,3.608683814087416,0.3327411841249564,0.051567251761276835,0.6329848121706234,0.03789710959702465,0.8307548156258018,0.038635805759517805,7.6,1.8612916965540403,0.5867349650263737,0.06250039685014029
lxt,lxt,pca_n_components_5,pca,60,13.166666666666666,3.608683814087416,0.3139508137694203,0.05543700438252915,0.5989306752408229,0.04519802297774439,0.8512527575218746,0.03830174043451764,7.666666666666667,1.7818926014038707,0.5936988344902432,0.06615250801942914
saliency,saliency,baseline,baseline,60,13.166666666666666,3.608683814087416,0.34406860248256926,0.13911179749586963,0.6326788754805421,0.1199371387721228,0.7966036847654595,0.11723191645993115,5.85,1.5603671884245274,0.4650747687125395,0.1403943007681377
