attribution_tag,attribution_name,dimred_tag,dimred_name,paired_prompt_count,soft_suff_method_mean,soft_suff_baseline_mean,soft_suff_delta_mean,soft_suff_delta_median,soft_suff_p_value,soft_suff_positive_pairs,soft_suff_negative_pairs,soft_suff_nonzero_pairs,soft_suff_direction,soft_suff_test,soft_comp_method_mean,soft_comp_baseline_mean,soft_comp_delta_mean,soft_comp_delta_median,soft_comp_p_value,soft_comp_positive_pairs,soft_comp_negative_pairs,soft_comp_nonzero_pairs,soft_comp_direction,soft_comp_test,final_suff_method_mean,final_suff_baseline_mean,final_suff_delta_mean,final_suff_delta_median,final_suff_p_value,final_suff_positive_pairs,final_suff_negative_pairs,final_suff_nonzero_pairs,final_suff_direction,final_suff_test,final_comp_method_mean,final_comp_baseline_mean,final_comp_delta_mean,final_comp_delta_median,final_comp_p_value,final_comp_positive_pairs,final_comp_negative_pairs,final_comp_nonzero_pairs,final_comp_direction,final_comp_test
lxt,lxt,ica_n_components_1,ica,100,0.01838408619505828,0.01280356381259955,0.005580522382458728,0.0040899258249422555,5.5135807758500534e-08,77,23,100,better,paired_sign_test,0.2863364896811781,0.17270123186927003,0.11363525781190803,0.10686629319393437,3.208563668244003e-19,92,8,100,better,paired_sign_test,4.703491143435601,2.4640001102897267,2.2394910331458737,2.684339253072653,7.850139645593671e-05,70,30,100,better,paired_sign_test,1.638502910616433,1.1982124334028346,0.44029047721359854,0.4340262483461051,3.063290175437985e-17,90,10,100,better,paired_sign_test
lxt,lxt,kernel_pca_n_components_1,kernel_pca,100,0.01790343466958488,0.01280356381259955,0.00509987085698533,0.0036148332906407034,1.8100026213029256e-07,76,24,100,better,paired_sign_test,0.2961596618175507,0.17270123186927003,0.12345842994828062,0.12053560612165533,2.726143732806038e-20,93,7,100,better,paired_sign_test,4.278738830064026,2.4640001102897267,1.8147387197742995,2.125856718364223,0.0004087771674268152,68,32,100,better,paired_sign_test,1.7291159974742676,1.1982124334028346,0.530903564071433,0.5267827951398728,3.322048979453653e-18,91,9,100,better,paired_sign_test
lxt,lxt,nmf_n_components_1,nmf,100,0.026024772640671393,0.01280356381259955,0.013221208828071838,0.009758569176014802,4.825421503937196e-13,85,15,100,better,paired_sign_test,0.36453967234343876,0.17270123186927003,0.19183844047416865,0.18250822002737754,1.5777218104420236e-30,100,0,100,better,paired_sign_test,5.990087499508968,2.4640001102897267,3.5260873892192404,3.4090917687086337,4.69241261264223e-06,73,27,100,better,paired_sign_test,1.8906132277526337,1.1982124334028346,0.6924007943497987,0.6910490298042796,7.969072864542661e-27,98,2,100,better,paired_sign_test
lxt,lxt,pca_n_components_1,pca,100,0.017325830546287314,0.01280356381259955,0.004522266733687764,0.00545937961217819,1.8100026213029256e-07,76,24,100,better,paired_sign_test,0.2942832029279485,0.17270123186927003,0.12158197105867843,0.12375366507603104,3.208563668244003e-19,92,8,100,better,paired_sign_test,4.816994177657852,2.4640001102897267,2.352994067368124,2.1673791388317225,0.0008737198369123723,67,33,100,better,paired_sign_test,1.699412105685596,1.1982124334028346,0.5011996722827615,0.5464161678715929,3.063290175437985e-17,90,10,100,better,paired_sign_test
saliency,saliency,baseline,baseline,100,0.012049524771140215,0.012049524771140215,0.0,0.0,1.0,0,0,0,no_clear_difference,paired_sign_test,0.14350308263662492,0.14350308263662492,0.0,0.0,1.0,0,0,0,no_clear_difference,paired_sign_test,1.5600768364247497,1.5600768364247497,0.0,0.0,1.0,0,0,0,no_clear_difference,paired_sign_test,1.0111174137320569,1.0111174137320569,0.0,0.0,1.0,0,0,0,no_clear_difference,paired_sign_test
saliency,saliency,factor_analysis_n_components_1,factor_analysis,100,0.012920438760983834,0.012049524771140215,0.0008709139898436197,0.001223995841561079,0.13321061920721333,58,42,100,no_clear_difference,paired_sign_test,0.14105660189683747,0.14350308263662492,-0.002446480739787468,-0.003495369246337268,0.3682016173266962,45,55,100,no_clear_difference,paired_sign_test,2.29534229376382,1.5600768364247497,0.7352654573390706,0.5156944798783643,0.2712530240738347,56,44,100,no_clear_difference,paired_sign_test,0.9619191503910228,1.0111174137320569,-0.04919826334103404,-0.07341086528697316,0.012032975725363477,37,63,100,worse,paired_sign_test
saliency,saliency,ica_n_components_1,ica,100,0.011255320458391022,0.012049524771140215,-0.0007942043127491944,-0.0004932398503512498,0.3682016173266962,45,55,100,no_clear_difference,paired_sign_test,0.12721623201618246,0.14350308263662492,-0.016286850620442474,-0.011236645546696927,0.08862608011406758,41,59,100,no_clear_difference,paired_sign_test,2.438488623962198,1.5600768364247497,0.8784117875374481,0.42941337181102435,0.2712530240738347,56,44,100,no_clear_difference,paired_sign_test,0.858400617488222,1.0111174137320569,-0.1527167962438348,-0.12910533551120223,0.00018314322488235366,31,69,100,worse,paired_sign_test
saliency,saliency,kernel_pca_n_components_1,kernel_pca,100,0.010700220819670932,0.012049524771140215,-0.001349303951469287,-0.000818724857197911,0.13321061920721333,42,58,100,no_clear_difference,paired_sign_test,0.13182237342067332,0.14350308263662492,-0.011680709215951603,-0.01076337236887481,0.03520020021770481,39,61,100,worse,paired_sign_test,2.462911455738135,1.5600768364247497,0.9028346193133854,0.29381670341579613,0.617299413589252,53,47,100,no_clear_difference,paired_sign_test,0.8381243521199692,1.0111174137320569,-0.17299306161208772,-0.14995530417167202,1.667362649450101e-06,26,74,100,worse,paired_sign_test
saliency,saliency,nmf_n_components_1,nmf,100,0.013766325465307577,0.012049524771140215,0.0017168006941673593,0.0010775741793046614,0.48411841360729146,54,46,100,no_clear_difference,paired_sign_test,0.18275751546935623,0.14350308263662492,0.03925443283273134,0.03469308601105603,1.667362649450101e-06,74,26,100,better,paired_sign_test,2.628489106904327,1.5600768364247497,1.0684122704795769,0.42842969725955105,0.48411841360729146,54,46,100,no_clear_difference,paired_sign_test,1.2130481812208176,1.0111174137320569,0.2019307674887606,0.22927956721295684,1.1159089057251951e-09,80,20,100,better,paired_sign_test
saliency,saliency,pca_n_components_1,pca,100,0.011152506485393874,0.012049524771140215,-0.0008970182857463455,-0.0014377906561589358,0.03520020021770481,39,61,100,worse,paired_sign_test,0.12387625215752808,0.14350308263662492,-0.019626830479096833,-0.014349066896732321,0.0017899303914868526,34,66,100,worse,paired_sign_test,2.0317696246867847,1.5600768364247497,0.4716927882620353,1.4204320489476332,0.2712530240738347,56,44,100,no_clear_difference,paired_sign_test,0.8444680049339586,1.0111174137320569,-0.16664940879809842,-0.125957731229549,1.2579150016678854e-05,28,72,100,worse,paired_sign_test
value_zeroing,value_zeroing,baseline,baseline,100,0.011126372259218227,0.011126372259218227,0.0,0.0,1.0,0,0,0,no_clear_difference,paired_sign_test,0.13023209694824336,0.13023209694824336,0.0,0.0,1.0,0,0,0,no_clear_difference,paired_sign_test,1.5030101441820285,1.5030101441820285,0.0,0.0,1.0,0,0,0,no_clear_difference,paired_sign_test,0.9508688310252579,0.9508688310252579,0.0,0.0,1.0,0,0,0,no_clear_difference,paired_sign_test
value_zeroing,value_zeroing,factor_analysis_n_components_1,factor_analysis,100,0.014968149079343076,0.011126372259218227,0.0038417768201248485,0.0029309095745625666,1.2579150016678854e-05,72,28,100,better,paired_sign_test,0.17784364127048424,0.13023209694824336,0.04761154432224084,0.04547491916717748,1.1159089057251951e-09,80,20,100,better,paired_sign_test,3.9431611673694107,1.5030101441820285,2.4401510231873824,2.236773970844507,0.0008737198369123723,67,33,100,better,paired_sign_test,1.1554499616036304,0.9508688310252579,0.20458113057837266,0.1679074553423449,4.69241261264223e-06,73,27,100,better,paired_sign_test
value_zeroing,value_zeroing,ica_n_components_1,ica,100,0.011164266614535005,0.011126372259218227,3.789435531677778e-05,-0.00010039436453841092,0.9204107626128213,49,51,100,no_clear_difference,paired_sign_test,0.11425074510234705,0.13023209694824336,-0.015981351845896333,-0.011886348828806646,7.850139645593671e-05,30,70,100,worse,paired_sign_test,2.1422492999689657,1.5030101441820285,0.6392391557869379,0.25506938329838724,0.3682016173266962,55,45,100,no_clear_difference,paired_sign_test,0.7838877327871425,0.9508688310252579,-0.16698109823811552,-0.20536100364239376,7.850139645593671e-05,30,70,100,worse,paired_sign_test
value_zeroing,value_zeroing,kernel_pca_n_components_1,kernel_pca,100,0.010448295885059694,0.011126372259218227,-0.0006780763741585347,-0.0007065470056609748,0.2712530240738347,44,56,100,no_clear_difference,paired_sign_test,0.11136576039537649,0.13023209694824336,-0.018866336552866868,-0.013830151051524943,7.850139645593671e-05,30,70,100,worse,paired_sign_test,1.665039467053749,1.5030101441820285,0.1620293228717204,0.4195758229376749,0.9204107626128213,51,49,100,no_clear_difference,paired_sign_test,0.7773179241393486,0.9508688310252579,-0.17355090688590935,-0.21082557643714084,1.2579150016678854e-05,28,72,100,worse,paired_sign_test
value_zeroing,value_zeroing,nmf_n_components_1,nmf,100,0.017800424278955146,0.011126372259218227,0.006674052019736921,0.00522792450064272,1.8100026213029256e-07,76,24,100,better,paired_sign_test,0.239970082961167,0.13023209694824336,0.10973798601292356,0.11296755601954797,1.5934990285464438e-28,99,1,100,better,paired_sign_test,4.271551579018226,1.5030101441820285,2.768541434836199,2.5775364709713364,0.00018314322488235366,69,31,100,better,paired_sign_test,1.5290240558841839,0.9508688310252579,0.5781552248589257,0.5462669356614025,2.630866896130179e-25,97,3,100,better,paired_sign_test
value_zeroing,value_zeroing,pca_n_components_1,pca,100,0.011635798260980918,0.011126372259218227,0.0005094260017626892,0.0006815223999191537,0.13321061920721333,58,42,100,no_clear_difference,paired_sign_test,0.11855099482348957,0.13023209694824336,-0.011681102124753793,-0.009641208444209334,0.012032975725363477,37,63,100,worse,paired_sign_test,2.2793864719756645,1.5030101441820285,0.7763763277936362,1.680002132883076,0.19334790449564246,57,43,100,no_clear_difference,paired_sign_test,0.8026431804850904,0.9508688310252579,-0.1482256505401677,-0.1441957452424807,0.0004087771674268152,32,68,100,worse,paired_sign_test
