attribution_tag,attribution_name,dimred_tag,dimred_name,prompt_count,soft_suff_mean,soft_suff_std,soft_comp_mean,soft_comp_std,final_suff_mean,final_suff_std,final_comp_mean,final_comp_std
deeplift,deeplift,baseline,baseline,100,0.011319262125984468,0.007126000429020366,0.14444812173201751,0.06570885150217905,1.7072159867716874,4.206527534087567,0.9617037937652961,0.3387339493911251
deeplift,deeplift,factor_analysis_n_components_1,factor_analysis,100,0.015609648977425545,0.008839752997340041,0.2816786858722104,0.08778775760262941,3.113227023957036,4.077053386859778,1.6495467172687452,0.4594659268070542
deeplift,deeplift,ica_n_components_1,ica,100,0.014555752492475475,0.01003027419051281,0.2193966367353351,0.07138029493758546,3.127573136613993,4.309788155588686,1.3698292346371894,0.393866761736973
deeplift,deeplift,kernel_pca_n_components_1,kernel_pca,100,0.014782296833737434,0.009074229299607453,0.2291586357060584,0.0822079951834483,3.1769652906432024,4.32287771685308,1.3936343628924215,0.4554642126154035
deeplift,deeplift,nmf_n_components_1,nmf,100,0.016716189026697775,0.009703971899592307,0.21966706613017478,0.08431271360470012,2.8966435668373207,4.028800875175433,1.3542644126783225,0.4420318093205815
deeplift,deeplift,pca_n_components_1,pca,100,0.015383026008509992,0.010176072074601906,0.2174597128252915,0.07799077297580315,3.5702560977878397,4.13429771212831,1.331618544750256,0.4038524987529196
gradient_shap,gradient_shap,baseline,baseline,100,0.010541135419708338,0.006644782285558666,0.13295111180058444,0.06337380235757295,1.705509483161653,4.347352195964053,0.8865982595628756,0.30375828401194294
gradient_shap,gradient_shap,factor_analysis_n_components_1,factor_analysis,100,0.017265167896544188,0.009881941458858866,0.275805775234206,0.09439835807233643,3.7570375011769106,3.9138916665428534,1.4545072148912075,0.8543629204063388
gradient_shap,gradient_shap,ica_n_components_1,ica,100,0.014916392906694659,0.008482931151832029,0.2308412237782629,0.08325814104618791,3.306765426034437,3.9470940478471945,1.390210192600619,0.3862178526995135
gradient_shap,gradient_shap,kernel_pca_n_components_1,kernel_pca,100,0.01610783445812207,0.010016174859391895,0.2326822646033636,0.08212558303917211,2.716029310258457,3.8135330751933307,1.374510709749995,0.38820109468407665
gradient_shap,gradient_shap,nmf_n_components_1,nmf,100,0.01556487457089919,0.00920752476255567,0.21007617620313015,0.08659321336443475,2.8984133660426146,3.716304879024715,1.24568553674884,0.34679471440681725
gradient_shap,gradient_shap,pca_n_components_1,pca,100,0.014891988423065251,0.009123489212169711,0.22851513048698766,0.07103837210444838,2.9757688231375283,3.9259323277862483,1.3941847361057755,0.4200486664465567
input_x_gradient,input_x_gradient,baseline,baseline,100,0.011476763070341551,0.008229454479625677,0.14107376612208078,0.06756298545245627,2.0604395682373218,3.8004941166352486,0.9618049583276554,0.358339475258142
input_x_gradient,input_x_gradient,factor_analysis_n_components_1,factor_analysis,100,0.018931352745352015,0.010730850663722284,0.2971250234164216,0.09685655737420253,4.005604160963554,4.003490269304928,1.6817355045665794,0.4419682207957143
input_x_gradient,input_x_gradient,ica_n_components_1,ica,100,0.016451917885273747,0.01086037378107547,0.2442474238401945,0.08667144298314114,3.5791355120542248,3.6075822794189527,1.4647523487807477,0.4629166550712995
input_x_gradient,input_x_gradient,kernel_pca_n_components_1,kernel_pca,100,0.015383844518716725,0.008054881277164758,0.24123505413349797,0.08460372139954192,2.718296271750758,4.434142118628339,1.4339144037553533,0.4838547979507044
input_x_gradient,input_x_gradient,nmf_n_components_1,nmf,100,0.017199665094641707,0.00908340371451604,0.24513663939911914,0.09002781896991668,3.2970857923173273,3.9126178527632485,1.4394168560340788,0.4205845275158494
input_x_gradient,input_x_gradient,pca_n_components_1,pca,100,0.01634350421350698,0.010119430812406691,0.24120856210063338,0.08644372355717901,3.0592954745955643,3.9588473669702773,1.4219996328743791,0.4454068340305768
lxt,lxt,baseline,baseline,100,0.01280356381259955,0.007867716933879634,0.17270123186927008,0.06798582098019236,2.4640001102897267,3.965340259505582,1.1982124334028346,0.369739268820204
lxt,lxt,factor_analysis_n_components_1,factor_analysis,100,0.02091012114649289,0.011684863221299684,0.3617183021068096,0.09592285625771214,5.195805630739965,4.379244202183831,1.9575874238289819,0.4702141879295426
lxt,lxt,ica_n_components_1,ica,100,0.018384086195058276,0.010014011170459986,0.28633648968117814,0.09832313863109096,4.703491143435601,3.837190437078935,1.638502910616433,0.4689333545901618
lxt,lxt,kernel_pca_n_components_1,kernel_pca,100,0.01790343466958488,0.010536272828222453,0.2961596618175507,0.09706924685421721,4.278738830064026,3.9875457150739706,1.7291159974742678,0.4906893255569676
lxt,lxt,nmf_n_components_1,nmf,100,0.02602477264067139,0.01702633608194958,0.3645396723434387,0.11009119832555758,5.990087499508968,3.8124670096613507,1.8906132277526333,0.45347259813528384
lxt,lxt,pca_n_components_1,pca,100,0.017325830546287314,0.007759527918706113,0.2942832029279485,0.10747208068073806,4.816994177657851,4.383580633161864,1.6994121056855962,0.47506807798651807
saliency,saliency,baseline,baseline,100,0.012049524771140217,0.007462919092647546,0.14350308263662492,0.0665199227843827,1.5600768364247497,4.046915216269883,1.0111174137320569,0.36934116174284287
saliency,saliency,factor_analysis_n_components_1,factor_analysis,100,0.012920438760983836,0.007591045938893821,0.14105660189683744,0.061697969583483545,2.29534229376382,3.994225236116789,0.9619191503910228,0.3340888506768855
saliency,saliency,ica_n_components_1,ica,100,0.011255320458391022,0.006292984487946442,0.12721623201618246,0.05608506876868194,2.438488623962198,4.015101424889502,0.858400617488222,0.3013724070134171
saliency,saliency,kernel_pca_n_components_1,kernel_pca,100,0.01070022081967093,0.005613884861023851,0.13182237342067332,0.06570073854774149,2.4629114557381353,3.8745638654516066,0.8381243521199692,0.330099444224714
saliency,saliency,nmf_n_components_1,nmf,100,0.013766325465307577,0.009799442919252452,0.18275751546935626,0.07501393885058528,2.628489106904327,3.7796090634529174,1.2130481812208174,0.3786548211562965
saliency,saliency,pca_n_components_1,pca,100,0.011152506485393872,0.006469603799264748,0.1238762521575281,0.06009912533571177,2.0317696246867847,3.537236293934378,0.8444680049339586,0.3355000454264923
value_zeroing,value_zeroing,baseline,baseline,100,0.011126372259218227,0.0058209933944164795,0.1302320969482434,0.057851359126155265,1.5030101441820285,4.144832638177094,0.950868831025258,0.32535155914199054
value_zeroing,value_zeroing,factor_analysis_n_components_1,factor_analysis,100,0.014968149079343076,0.007900430167424179,0.1778436412704842,0.061479228786988756,3.943161167369411,3.5583200330783535,1.1554499616036307,0.3829251777798631
