attribution_tag,attribution_name,dimred_tag,dimred_name,prompt_count,soft_suff_mean,soft_suff_std,soft_comp_mean,soft_comp_std,final_suff_mean,final_suff_std,final_comp_mean,final_comp_std
lxt,lxt,ica_n_components_1,ica,100,0.01583463972882647,0.007355266443502704,0.36120747402792847,0.10347612791944034,4.569275001325755,3.9435113334987753,1.8323720150513154,0.3958727033670419
lxt,lxt,kernel_pca_n_components_1,kernel_pca,100,0.01705386936567914,0.008783127918605528,0.35300185354986074,0.10926991545501433,4.600218820106059,4.061078746280777,1.8351841287262647,0.416578017595831
lxt,lxt,nmf_n_components_1,nmf,100,0.02316962483017084,0.010621544283831481,0.4323554518407802,0.13470633495363918,6.026628289110295,4.320653721559507,2.088019389816873,0.4906719202578311
lxt,lxt,pca_n_components_1,pca,100,0.01688089806964634,0.008275175220372912,0.3544923274333578,0.11585958325511787,4.806870668326901,3.810315404301663,1.8729322518955007,0.44621416285007265
saliency,saliency,baseline,baseline,100,0.009605543036767751,0.005722705236825963,0.21066371353822114,0.10391071057846098,2.7555073717588243,4.484615057381925,1.322389489616596,0.428432431856074
saliency,saliency,factor_analysis_n_components_1,factor_analysis,100,0.009230773588965806,0.0049454005836358315,0.19442645840898576,0.08660701275468274,3.0530288411145006,3.6214145384475467,1.085761159596589,0.5153978609895248
saliency,saliency,ica_n_components_1,ica,100,0.00852186600677464,0.0038162007184369667,0.18750545094306717,0.09704020323904115,1.8019276222241303,4.2229997691287995,1.1374318245756607,0.35778723715962835
saliency,saliency,kernel_pca_n_components_1,kernel_pca,100,0.008975918177630928,0.004404094964765459,0.1878105188341279,0.09544452712892544,1.6041557946435197,3.993142166330687,1.1068386115266546,0.36024427526126074
saliency,saliency,nmf_n_components_1,nmf,100,0.011713717874326776,0.007083020292629165,0.24377506847123231,0.11181716867793579,2.441910607268415,3.8254348245791667,1.4554259476727034,0.4348600505107188
saliency,saliency,pca_n_components_1,pca,100,0.00911830667497602,0.004262289759941067,0.18464657282396454,0.09301198450868213,2.23408457564331,4.266412221004698,1.1300491234815633,0.35156482563641384
value_zeroing,value_zeroing,baseline,baseline,100,0.008609743336090317,0.004641560848988358,0.24933869376905854,0.11124018514204978,2.1669193664451516,4.083904979358824,1.4435104935703524,0.4071893099885605
value_zeroing,value_zeroing,factor_analysis_n_components_1,factor_analysis,100,0.010398289243870706,0.005112748405263324,0.2509205222587503,0.10628604323869942,3.6333612805237614,4.341367264274049,1.4810466086772238,0.3561484621082551
value_zeroing,value_zeroing,ica_n_components_1,ica,100,0.008636263030482268,0.004073481944936619,0.19658839868953046,0.09136259567293034,2.744094604132832,3.5506497493697387,1.1676496194229877,0.28460718139447133
value_zeroing,value_zeroing,kernel_pca_n_components_1,kernel_pca,100,0.008337033755761593,0.004392084324283493,0.18961279015516022,0.09019205839995435,2.5892576867948747,3.9735097780597806,1.0969076478638062,0.3079533600503144
value_zeroing,value_zeroing,nmf_n_components_1,nmf,100,0.011336436468956023,0.00657120967754067,0.3429736527943782,0.11115201577340482,2.864750670971763,3.9641721981156794,1.8713371070614837,0.42668959535386886
value_zeroing,value_zeroing,pca_n_components_1,pca,100,0.008289003311770463,0.0033501432128723438,0.19714463592815265,0.08438604385869036,2.3538044028489176,3.9318793123473803,1.1876618108222536,0.30863053493137693
